tags,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,owner_reputation,owner_user_id,owner_user_type,owner_profile_image,owner_display_name,owner_link,last_edit_date,closed_date,closed_reason,owner_accept_rate,insert_date
"pandas,python",False,16,None,0,0,1653579857,1653579857,72394502,CC BY-SA 4.0,https://stackoverflow.com/questions/72394502/write-to-encrypted-excel-file-in-pandas,write to encrypted excel file in pandas,11,12824281,registered,https://lh4.googleusercontent.com/-WVsjbfGwJWw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdsTh2c4D_5bCiEe0LJclx9nGo3gQ/photo.jpg?sz=256,Abolfazl kiyani,https://stackoverflow.com/users/12824281/abolfazl-kiyani,None,None,None,None,2022-05-26
"group,pandas,python",False,21,None,0,0,1653580602,1653579238,72394363,None,https://stackoverflow.com/questions/72394363/pandas-datetime-type-disappears-after-grouping,"Pandas, Datetime type disappears after grouping",741,6830369,registered,https://i.stack.imgur.com/YC4wS.jpg?s=256&g=1,valenzio,https://stackoverflow.com/users/6830369/valenzio,1653580602.0,1653581492.0,Not suitable for this site,92.0,2022-05-26
"pandas,pandas-groupby,python",True,27,72394261.0,1,0,1653578820,1653578302,72394141,CC BY-SA 4.0,https://stackoverflow.com/questions/72394141/check-for-duplicate-rows-for-a-subset-of-columns-in-a-pandas-dataframegroupby-ob,Check for duplicate rows for a subset of columns in a Pandas DataFrameGroupBy object,25,4710828,registered,https://www.gravatar.com/avatar/ffcc0ba4897d067a9626b05ec8788595?s=256&d=identicon&r=PG&f=1,inferno,https://stackoverflow.com/users/4710828/inferno,None,None,None,None,2022-05-26
"pandas,python",True,59,72394160.0,4,0,1653645066,1653577872,72394043,CC BY-SA 4.0,https://stackoverflow.com/questions/72394043/how-to-eliminate-null-values-from-json,how to eliminate null values from json,400,5304058,registered,https://www.gravatar.com/avatar/412414fa169286d84d8a360ab7ee4de9?s=256&d=identicon&r=PG&f=1,chits,https://stackoverflow.com/users/5304058/chits,None,None,None,48.0,2022-05-26
"machine-learning,numpy,numpy-ndarray,pandas",False,26,None,0,0,1653577746,1653577746,72394009,CC BY-SA 4.0,https://stackoverflow.com/questions/72394009/merge-odd-columns-of-numpy-matrix-with-adjacent-even-columns,Merge odd columns of numpy matrix with adjacent even columns,23,19169850,registered,https://www.gravatar.com/avatar/5b3600f8916fa2b871d6a1e7efac9da3?s=256&d=identicon&r=PG,melolilili,https://stackoverflow.com/users/19169850/melolilili,None,None,None,None,2022-05-26
"dataframe,pandas,python",False,31,None,1,0,1653579777,1653577595,72393972,CC BY-SA 4.0,https://stackoverflow.com/questions/72393972/why-does-assignment-of-pd-dataframe-sort-values-not-work-inside-loop,Why does assignment of pd.DataFrame.sort_values() not work inside loop?,1,9268971,registered,https://www.gravatar.com/avatar/aa7b3f1eaddfc27d977d275eb220a051?s=256&d=identicon&r=PG&f=1,FabianH,https://stackoverflow.com/users/9268971/fabianh,1653579777.0,None,None,None,2022-05-26
"folium,geopandas,legend,pandas,python",False,21,None,0,0,1653575812,1653575812,72393558,CC BY-SA 4.0,https://stackoverflow.com/questions/72393558/add-branca-colormap-linearcolormap-to-an-folium-featuregroup,Add branca.colormap.LinearColormap to an folium.FeatureGroup?,181,3702200,registered,https://i.stack.imgur.com/LnrYN.jpg?s=256&g=1,Tobias S,https://stackoverflow.com/users/3702200/tobias-s,None,None,None,100.0,2022-05-26
"dataframe,pandas,pandas-groupby",True,32,72394620.0,1,0,1653580870,1653575785,72393549,CC BY-SA 4.0,https://stackoverflow.com/questions/72393549/pandas-groupby-integer-with-margin-of-error,Pandas Groupby integer with margin of error,1,19207364,registered,https://lh3.googleusercontent.com/a/AATXAJz0sil0peiNtkKsKkuqlRqmuqqvIi7XLa_AGiUs=k-s256,GDelavy,https://stackoverflow.com/users/19207364/gdelavy,1653577388.0,None,None,None,2022-05-26
"pandas,pandas-resample,python",False,23,None,1,0,1653577307,1653575683,72393523,CC BY-SA 4.0,https://stackoverflow.com/questions/72393523/indexingerror-when-using-custom-func-through-apply-on-resampled-object,IndexingError when using custom func through apply on resampled object,2375,5032387,registered,https://i.stack.imgur.com/iUzOl.jpg?s=256&g=1,matsuo_basho,https://stackoverflow.com/users/5032387/matsuo-basho,None,None,None,71.0,2022-05-26
"hierarchical-clustering,pandas,python",False,48,None,0,0,1653575566,1653575566,72393512,CC BY-SA 4.0,https://stackoverflow.com/questions/72393512/finding-the-minimum-and-maximum-value-in-pandas-dataframe-columns,Finding the minimum and maximum value in pandas dataframe columns,491,17939220,registered,https://lh3.googleusercontent.com/a/AATXAJwmDnf7yqPPSYul_G-IgsHvOMeNurOQu7CciE7y=k-s256,imhans4305,https://stackoverflow.com/users/17939220/imhans4305,None,None,None,None,2022-05-26
"pandas,python",False,38,None,0,0,1653575079,1653575079,72393399,CC BY-SA 4.0,https://stackoverflow.com/questions/72393399/i-am-trying-to-resample-per-hour-using-python,I am trying to resample per hour using Python,3,15838041,registered,https://www.gravatar.com/avatar/98f65ba5e0b4970bb285514d2bfc2fc5?s=256&d=identicon&r=PG&f=1,Kenswot,https://stackoverflow.com/users/15838041/kenswot,None,None,None,None,2022-05-26
"data-preprocessing,pandas,python,scikit-learn",False,33,None,1,0,1653670120,1653573956,72393145,CC BY-SA 4.0,https://stackoverflow.com/questions/72393145/how-to-use-sklearn-standardscaler-with-groupby,How to use sklearn StandardScaler with groupby?,63,15702146,registered,https://www.gravatar.com/avatar/bdd2f83851acb15925264da0cde914e5?s=256&d=identicon&r=PG&f=1,gejyn14,https://stackoverflow.com/users/15702146/gejyn14,None,None,None,None,2022-05-26
"dataframe,pandas,python",False,19,None,2,0,1653574980,1653573757,72393092,CC BY-SA 4.0,https://stackoverflow.com/questions/72393092/groupby-with-max-on-string-dtype-and-keep-all-columns,Groupby with max on string dtype and keep all columns,377,14380579,registered,https://lh6.googleusercontent.com/-5iBi8cd2jtw/AAAAAAAAAAI/AAAAAAAAObw/AMZuuclDmhrMD6LqLkhX5R8eT1aHpzBpsg/photo.jpg?sz=256,Aaron Wright,https://stackoverflow.com/users/14380579/aaron-wright,None,None,None,None,2022-05-26
"datetime,indexing,pandas,pyspark,python",False,18,None,1,0,1653572774,1653572459,72392807,CC BY-SA 4.0,https://stackoverflow.com/questions/72392807/create-time-index-of-integers-based-on-date-values-using-pyspark,Create time index of integers based on date values using Pyspark,53,18975804,registered,https://www.gravatar.com/avatar/200cbe438e6451230f9b1c916e85402c?s=256&d=identicon&r=PG&f=1,ranemak,https://stackoverflow.com/users/18975804/ranemak,None,None,None,None,2022-05-26
"pandas,python",False,36,None,1,0,1653602937,1653572356,72392780,None,https://stackoverflow.com/questions/72392780/is-there-a-way-to-name-a-new-data-frame-given-i-from-a-for-loop,Is there a way to name a new data frame given i from a for loop?,39,18737111,registered,https://www.gravatar.com/avatar/cbf9a48dc2d121b65267dcbf021a2605?s=256&d=identicon&r=PG&f=1,GT1992,https://stackoverflow.com/users/18737111/gt1992,None,1653574344.0,Duplicate,None,2022-05-26
"excel,html,pandas,python",False,29,None,0,0,1653591111,1653572096,72392694,CC BY-SA 4.0,https://stackoverflow.com/questions/72392694/open-excel-application-and-save-file-with-python,Open Excel Application and Save file with python,1,16168880,registered,https://www.gravatar.com/avatar/6f6fd4c3498caa29e08239f94e400497?s=256&d=identicon&r=PG&f=1,jones0207,https://stackoverflow.com/users/16168880/jones0207,1653591111.0,None,None,None,2022-05-26
"csv,dataframe,pandas,python",True,32,72392235.0,3,0,1653571036,1653569513,72392133,CC BY-SA 4.0,https://stackoverflow.com/questions/72392133/using-loc-to-categorize-data-and-iterate-over-a-dataframe-using-python-to-a-csv,Using .loc to categorize data and iterate over a dataframe using python to a CSV file,3,19206574,registered,https://www.gravatar.com/avatar/8434e8dfad967cd9329fa188fbfe078a?s=256&d=identicon&r=PG,punay,https://stackoverflow.com/users/19206574/punay,1653570498.0,None,None,None,2022-05-26
"dataframe,pandas,python,python-3.x",False,50,None,0,0,1653569423,1653569423,72392108,CC BY-SA 4.0,https://stackoverflow.com/questions/72392108/how-to-skip-not-null-values-in-dataframe-column,How to skip Not Null values in dataframe column,27,18532875,registered,https://www.gravatar.com/avatar/c4aa860b121236fdee03d5c0dd308b85?s=256&d=identicon&r=PG,Lana Stance,https://stackoverflow.com/users/18532875/lana-stance,None,None,None,None,2022-05-26
"dataframe,pandas,pdf,python",False,13,None,0,0,1653569292,1653569292,72392083,CC BY-SA 4.0,https://stackoverflow.com/questions/72392083/iterate-function-to-call-on-each-row-under-indicated-column-pandas-pdfreader,"Iterate function to call on each row under indicated column, pandas, pdfreader",53,18820303,registered,https://i.stack.imgur.com/g8t4E.png?s=256&g=1,Chaotic.Python,https://stackoverflow.com/users/18820303/chaotic-python,None,None,None,None,2022-05-26
"pandas,python",False,27,None,1,0,1653582215,1653569042,72392017,CC BY-SA 4.0,https://stackoverflow.com/questions/72392017/link-values-in-table-to-first-column-pandas,Link values in table to (first) column - pandas,79,10503948,registered,https://www.gravatar.com/avatar/fb8d5e8b6bcd1a9a9019eef8170e2f32?s=256&d=identicon&r=PG&f=1,Gerald,https://stackoverflow.com/users/10503948/gerald,1653570162.0,None,None,None,2022-05-26
"dataframe,indexing,pandas,python",True,35,72393370.0,1,0,1653574914,1653568268,72391853,CC BY-SA 4.0,https://stackoverflow.com/questions/72391853/pandas-indexing-searching-in-dataframes,"Pandas indexing, searching in dataframes",3,2849829,registered,https://www.gravatar.com/avatar/055acd462931d893daadecd42a65fc15?s=256&d=identicon&r=PG&f=1,rybomar,https://stackoverflow.com/users/2849829/rybomar,1653570802.0,None,None,None,2022-05-26
"pandas,postgresql,postgresql-9.3,sqlalchemy",False,33,None,0,0,1653567644,1653567407,72391681,CC BY-SA 4.0,https://stackoverflow.com/questions/72391681/how-to-load-a-dataframe-to-postgresql-14,How to load a dataframe to postgresql 14,13,19206397,registered,https://lh3.googleusercontent.com/a/AATXAJwuAxuJieZoIW_kpnJKYWJXB7IiUlyOk1_hGwoS=k-s256,The Legendary YELLOW,https://stackoverflow.com/users/19206397/the-legendary-yellow,1653567644.0,None,None,None,2022-05-26
"pandas,python",False,31,None,1,0,1653577492,1653566337,72391463,CC BY-SA 4.0,https://stackoverflow.com/questions/72391463/python-for-loop-and-store-output-of-column,Python For Loop and Store Output of Column,387,2812625,registered,https://www.gravatar.com/avatar/1b2f63adfc012bb02a0a63957bffe60a?s=256&d=identicon&r=PG&f=1,Tinkinc,https://stackoverflow.com/users/2812625/tinkinc,None,None,None,16.0,2022-05-26
"dataframe,pandas,python",False,8,None,0,0,1653566101,1653566101,72391409,CC BY-SA 4.0,https://stackoverflow.com/questions/72391409/how-to-read-the-data-as-python-pandas-data-from-mixed-row-indexed-excel-file-and,How to read the data as python pandas data from mixed row indexed excel file and do the required operarion?,77,2707200,registered,https://www.gravatar.com/avatar/822ac545e3a27fe9aa6fd976c23774c4?s=256&d=identicon&r=PG&f=1,thangaraj1980,https://stackoverflow.com/users/2707200/thangaraj1980,None,None,None,None,2022-05-26
"pandas,python-3.x",False,34,None,1,0,1653643069,1653565567,72391302,CC BY-SA 4.0,https://stackoverflow.com/questions/72391302/how-to-find-the-count-of-cell-value-and-no-of-last-continuous-by-pandas,how to find the count of cell value and no of last continuous by pandas,59,18553146,registered,https://lh3.googleusercontent.com/a/AATXAJylDBd3Uero4rh65lKYf2qcuzIy1Jswfv6orWfA=k-s256,Rati Goyal,https://stackoverflow.com/users/18553146/rati-goyal,None,None,None,None,2022-05-26
"pandas,python",False,30,None,1,0,1653567278,1653564507,72391087,CC BY-SA 4.0,https://stackoverflow.com/questions/72391087/how-to-exclude-rows-where-two-fileds-are-empty-or-null,How to exclude rows where two fileds are empty or null?,1,19206139,registered,https://www.gravatar.com/avatar/97cf458c0ef5f10374d8127f05d752ed?s=256&d=identicon&r=PG,Joseff,https://stackoverflow.com/users/19206139/joseff,1653567278.0,None,None,None,2022-05-26
"anaconda,jupyter-notebook,pandas,python",False,16,None,1,0,1653562849,1653562666,72390706,CC BY-SA 4.0,https://stackoverflow.com/questions/72390706/read-csv-not-defined-error-recurring-in-jupyter-notebook-while-loading-dataset-f,read_csv not defined error recurring in jupyter notebook while loading dataset from URL,1,19205783,registered,https://lh3.googleusercontent.com/a-/AOh14GiSZlopF_NrUzumEcNZiel2wKVdF7xHLCwRD-_wcA=k-s256,Anurodh Jha,https://stackoverflow.com/users/19205783/anurodh-jha,None,None,None,None,2022-05-26
"machine-learning,numpy,pandas,python,scikit-learn",False,27,None,0,0,1653561744,1653561744,72390522,CC BY-SA 4.0,https://stackoverflow.com/questions/72390522/creating-principal-components-for-each-column-of-a-numpy-matrix,Creating principal components for each column of a numpy matrix,23,19169850,registered,https://www.gravatar.com/avatar/5b3600f8916fa2b871d6a1e7efac9da3?s=256&d=identicon&r=PG,melolilili,https://stackoverflow.com/users/19169850/melolilili,None,None,None,None,2022-05-26
"pandas,python",False,11,None,0,0,1653561056,1653561056,72390390,None,https://stackoverflow.com/questions/72390390/how-to-convert-cells-into-columns-in-pandas-python,How to convert cells into columns in pandas? (python),948,10037034,registered,https://lh5.googleusercontent.com/-3uWGEEAh9Xg/AAAAAAAAAAI/AAAAAAAAAAc/AerrmoOrjqM/photo.jpg?sz=256,Sevval Kahraman,https://stackoverflow.com/users/10037034/sevval-kahraman,None,1653561103.0,Duplicate,None,2022-05-26
"pandas,plotly-dash,tableau-api",False,7,None,0,0,1653560932,1653560932,72390366,CC BY-SA 4.0,https://stackoverflow.com/questions/72390366/how-to-include-multiple-values-in-one-cell-in-plotly-dash-table,How to include multiple values in one cell in plotly dash table,13,9058056,registered,https://lh5.googleusercontent.com/-KuT9isxt2Xo/AAAAAAAAAAI/AAAAAAAAAhM/OZN9VirNl_U/photo.jpg?sz=256,abubakar ilyas,https://stackoverflow.com/users/9058056/abubakar-ilyas,None,None,None,None,2022-05-26
"data-science,dataframe,pandas,python,python-3.x",False,15,None,0,0,1653560287,1653560287,72390241,None,https://stackoverflow.com/questions/72390241/how-to-drop-all-rows-containing-a-specific-value-in-at-least-one-column-of-a-pan,How to drop all Rows containing a specific value in at least one Column of a Pandas DataFrame in Python 3?,474,13345744,registered,https://i.stack.imgur.com/XkD34.png?s=256&g=1,christophriepe,https://stackoverflow.com/users/13345744/christophriepe,None,1653560541.0,Duplicate,None,2022-05-26
"pandas,python",False,33,None,2,0,1653561769,1653559640,72390105,None,https://stackoverflow.com/questions/72390105/how-to-compare-two-cell-in-each-pandas-dataframe-row-and-set-result-in-new-cell,How to compare two cell in each pandas DataFrame row and set result in new cell in same row,1,19205524,registered,https://www.gravatar.com/avatar/7f578eae1ea80995e7ddb432bc04c95d?s=256&d=identicon&r=PG,Pavel,https://stackoverflow.com/users/19205524/pavel,1653559907.0,1653561496.0,Duplicate,None,2022-05-26
"dataframe,pandas,python",False,25,None,1,0,1653566854,1653558073,72389782,None,https://stackoverflow.com/questions/72389782/how-to-calculate-percentage-variation-between-two-values-in-same-one-column-in-p,how to calculate percentage variation between two values in same one column in pandas dataframe?,13,19205242,registered,https://lh3.googleusercontent.com/a/AATXAJzhHhs56FVxI_N3YmEniUmOcjBBJcpgleIfLLFe7VE=k-s256,Pietro Enea,https://stackoverflow.com/users/19205242/pietro-enea,1653566854.0,1653558672.0,Duplicate,None,2022-05-26
"linearmodels,pandas,python,quantile-regression,statsmodels",False,24,None,0,0,1653557870,1653557870,72389745,CC BY-SA 4.0,https://stackoverflow.com/questions/72389745/how-do-i-compare-regression-outputs-from-both-the-statsmodels-and-linearmodels-l,How do I compare regression outputs from both the statsmodels and linearmodels library? (Python),1,12786088,registered,https://www.gravatar.com/avatar/5512caa91b068d50195144d583f11c40?s=256&d=identicon&r=PG&f=1,Charles Valencia Evans,https://stackoverflow.com/users/12786088/charles-valencia-evans,None,None,None,None,2022-05-26
"multi-index,pandas,python",True,30,72392557.0,1,0,1653571423,1653556104,72389386,CC BY-SA 4.0,https://stackoverflow.com/questions/72389386/select-colums-in-pandas-multi-index-dataframe,Select colums in pandas multi index dataframe,1,17397381,registered,https://www.gravatar.com/avatar/ffedab2e2d07852f5096c300e6e72765?s=256&d=identicon&r=PG,db190coding,https://stackoverflow.com/users/17397381/db190coding,1653556251.0,None,None,None,2022-05-26
"pandas,python",False,10,None,0,0,1653554512,1653554512,72389092,None,https://stackoverflow.com/questions/72389092/pandas-apply-or-assign-method-to-compare-2-values-in-different-columns-then-fill,pandas apply or assign method to compare 2 values in different columns then fill in a value in one of the columns,1,17297070,registered,https://www.gravatar.com/avatar/deab2b4d74d3438e912c6e0337ce9cf3?s=256&d=identicon&r=PG&f=1,HerneS,https://stackoverflow.com/users/17297070/hernes,None,1653554643.0,Duplicate,None,2022-05-26
"data-cleaning,dataframe,exploratory-data-analysis,fillna,pandas",False,16,None,0,0,1653554875,1653554311,72389037,CC BY-SA 4.0,https://stackoverflow.com/questions/72389037/what-to-fill-for-null-values-of-object-string-datatype-with-some-random-texts-in,what to fill for null values of object/string datatype with some random texts in a dataframe,1,19204968,registered,https://lh3.googleusercontent.com/a-/AOh14GgFYaykD5wRt4eniFFcIZodx2rV86Gt0-SDp_dHrQ=k-s256,Vinayvst,https://stackoverflow.com/users/19204968/vinayvst,1653554875.0,None,None,None,2022-05-26
"pandas,prediction,python,regression,stat",False,17,None,0,0,1653554553,1653550972,72388407,CC BY-SA 4.0,https://stackoverflow.com/questions/72388407/regression-summary-in-python-is-not-giving-standard-error-of-regression-like-exc,Regression summary in python is not giving Standard error of Regression like excel,5,18814386,registered,https://lh3.googleusercontent.com/a/AATXAJy0QrbKndtyDQWyP5ROuQ9XMlPt-nvZtKqDUZHm=k-s256,PivotAl,https://stackoverflow.com/users/18814386/pivotal,1653554553.0,None,None,None,2022-05-26
"database,pandas,python,sqlalchemy",False,19,None,1,0,1653551425,1653550935,72388402,CC BY-SA 4.0,https://stackoverflow.com/questions/72388402/check-if-dataframe-satisfies-database-table-column-definitions,Check if dataframe satisfies database table column definitions,36,18225123,registered,https://www.gravatar.com/avatar/ce9df62eac25aeb987c874a89551fc89?s=256&d=identicon&r=PG,THI double C,https://stackoverflow.com/users/18225123/thi-double-c,None,None,None,None,2022-05-26
"clickhouse,clickhouse-client,pandas,python,sqlalchemy",False,32,None,1,0,1653668332,1653549941,72388246,CC BY-SA 4.0,https://stackoverflow.com/questions/72388246/hack-to-get-auth-to-work-error-default-authentication-failed-password-is-in,(Hack to get Auth to work) ERROR: default: Authentication failed: password is incorrect or there is no user with such name (clickhouse sqlalchemy),1,11531964,registered,https://lh4.googleusercontent.com/-f8IwlhPfH24/AAAAAAAAAAI/AAAAAAAAAxY/jdP4AuGojnk/photo.jpg?sz=256,Saurabh Dinesh Brahmankar,https://stackoverflow.com/users/11531964/saurabh-dinesh-brahmankar,None,None,None,None,2022-05-26
"dataframe,pandas,python",False,35,None,0,0,1653640383,1653549503,72388170,CC BY-SA 4.0,https://stackoverflow.com/questions/72388170/python-panda-valueerror,Python Panda valueError,1,7510662,registered,https://lh4.googleusercontent.com/-FzfqGP8S2Lw/AAAAAAAAAAI/AAAAAAAAAIk/WJv0FwJkK10/photo.jpg?sz=256,Jean-Baptiste Yamindi,https://stackoverflow.com/users/7510662/jean-baptiste-yamindi,1653640383.0,None,None,None,2022-05-26
"data-science,excel,pandas",True,20,72387928.0,1,0,1653548447,1653547528,72387804,None,https://stackoverflow.com/questions/72387804/i-am-unable-to-open-the-excel-file-with-pandas,"I am unable to open the excel file with pandas,",3,19204198,registered,https://www.gravatar.com/avatar/82227dc411d3ea0b40df4807111619a7?s=256&d=identicon&r=PG,Pinakss7,https://stackoverflow.com/users/19204198/pinakss7,None,1653549165.0,Duplicate,None,2022-05-26
"dataframe,dictionary,for-loop,pandas",False,10,None,0,0,1653545805,1653545230,72387411,None,https://stackoverflow.com/questions/72387411/with-for-loop-list-of-multiple-dictionary-convert-to-single-dataframe,with for loop list of Multiple dictionary convert to single DataFrame,1,19203652,registered,https://www.gravatar.com/avatar/9802a39e1b6b060089ec3748021f37d3?s=256&d=identicon&r=PG,Maxmellien,https://stackoverflow.com/users/19203652/maxmellien,1653545805.0,1653545985.0,Duplicate,None,2022-05-26
"grouping,pandas,python,timedelta",True,44,72388032.0,1,0,1653569592,1653545226,72387409,CC BY-SA 4.0,https://stackoverflow.com/questions/72387409/python-grouping-of-time-delta-values,Python: Grouping of time-delta values,27,15224345,registered,https://lh3.googleusercontent.com/-btd4qViYHo4/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DXwe6UM3o_z9O5M9by_Ls_b0mlpJA/mo/photo.jpg?sz=256,Daniel ,https://stackoverflow.com/users/15224345/daniel,None,None,None,None,2022-05-26
"multiprocessing,pandas,python,python-3.x",False,55,None,1,0,1653608626,1653544597,72387317,CC BY-SA 4.0,https://stackoverflow.com/questions/72387317/parallelize-python-for-loop-on-pandas-dataframe-and-append-the-result,Parallelize python for loop on pandas dataframe and append the result,73,17786602,registered,https://www.gravatar.com/avatar/0faa9d56cf561e56aafcd1fa380c8ded?s=256&d=identicon&r=PG,user17786602,https://stackoverflow.com/users/17786602/user17786602,1653548311.0,None,None,None,2022-05-26
"dataframe,pandas,python",True,25,72387300.0,1,0,1653544466,1653544283,72387275,CC BY-SA 4.0,https://stackoverflow.com/questions/72387275/python-notnull-filter-nan-values,python notnull filter - nan values,3,18934252,registered,https://www.gravatar.com/avatar/1acfb2529d1edcebca15d08d3e1be86c?s=256&d=identicon&r=PG,am3487,https://stackoverflow.com/users/18934252/am3487,None,None,None,None,2022-05-26
"datetime,pandas,python",False,13,None,0,0,1653542665,1653542268,72387012,None,https://stackoverflow.com/questions/72387012/how-to-change-date-format-from-mm-dd-yyyy-to-yyyy-mm-dd-using-python-pandas,How to change date format from mm/dd/yyyy to yyyy-mm-dd using Python Pandas,3,16951011,registered,https://lh3.googleusercontent.com/a-/AOh14GjsmNKKWL9ziaLtXfmL1d_0En6kr7yhYl9alcZ7eQ=k-s256,Sudarshan Waman,https://stackoverflow.com/users/16951011/sudarshan-waman,1653542665.0,1653542360.0,Duplicate,None,2022-05-26
"excel,pandas,python",True,19,72387085.0,1,0,1653587981,1653541706,72386952,CC BY-SA 4.0,https://stackoverflow.com/questions/72386952/why-pandas-in-python-does-not-return-all-the-rows-from-excel-sheet,why pandas in python does not return all the rows from excel sheet?,3,12926352,registered,https://lh3.googleusercontent.com/a-/AAuE7mDPnxi-1ymcwMq2D_rQvl_MxgcrWiJPMN4ZhE-HSQ=k-s256,Vivek Kotegar,https://stackoverflow.com/users/12926352/vivek-kotegar,1653587981.0,None,None,None,2022-05-26
"duplicates,pandas,python,trading",False,32,None,1,0,1653570724,1653539910,72386757,CC BY-SA 4.0,https://stackoverflow.com/questions/72386757/dropping-duplicates-in-a-dataframe-row-whilst-keeping-first-occurence-in-sequenc,Dropping duplicates in a dataframe row whilst keeping first occurence in sequence,1,14180748,registered,https://www.gravatar.com/avatar/dcff811e9f5366849d50b4653c8558fb?s=256&d=identicon&r=PG&f=1,Liam Crough,https://stackoverflow.com/users/14180748/liam-crough,None,None,None,None,2022-05-26
"pandas,python,subplot",False,21,None,0,0,1653534729,1653533663,72386175,CC BY-SA 4.0,https://stackoverflow.com/questions/72386175/how-to-customize-each-subplot-individually-using-df-plot,How to customize each subplot individually using df.plot,11,18562015,registered,https://lh3.googleusercontent.com/a/AATXAJzkVTFsKx9SZmAw6VjUsv-MfC05ZTIwt2b4cc4Q=k-s256,adriano guimaraes,https://stackoverflow.com/users/18562015/adriano-guimaraes,1653534729.0,None,None,None,2022-05-26
"pandas,python",False,35,None,0,0,1653530402,1653530402,72385900,CC BY-SA 4.0,https://stackoverflow.com/questions/72385900/optionerror-no-such-keyss-io-excel-zip-reader,OptionError: &quot;No such keys(s): &#39;io.excel.zip.reader&#39;&quot;,1,18095353,registered,https://www.gravatar.com/avatar/dc034d0347ca0e06d2420291cafca660?s=256&d=identicon&r=PG,Syed,https://stackoverflow.com/users/18095353/syed,None,None,None,None,2022-05-26
"implicit-conversion,pandas,pivot-table,python",False,23,None,0,0,1653526685,1653526685,72385571,CC BY-SA 4.0,https://stackoverflow.com/questions/72385571/why-is-there-a-seemingly-random-conversion-of-floats-to-ints-with-aggregation-fu,Why is there a seemingly random conversion of floats to ints with aggregation functions,23,6228273,registered,https://www.gravatar.com/avatar/d08ee120a979e45cbaa3d4d4d1a282e9?s=256&d=identicon&r=PG&f=1,bop,https://stackoverflow.com/users/6228273/bop,None,None,None,None,2022-05-26
"concurrent.futures,jupyter-notebook,pandas,process-pool,python",False,42,None,1,0,1653556934,1653526099,72385535,CC BY-SA 4.0,https://stackoverflow.com/questions/72385535/how-to-generate-a-dataframe-from-the-results-of-a-concurrent-futures-processpool,How to generate a dataframe from the results of a concurrent.futures.ProcessPoolExecutor()?,1,12713630,registered,https://i.stack.imgur.com/Gsr7j.jpg?s=256&g=1,yellow-raven,https://stackoverflow.com/users/12713630/yellow-raven,1653529130.0,None,None,None,2022-05-26
"pandas,python,regex",True,46,72396921.0,3,-1,1653706664,1653592013,72396821,CC BY-SA 4.0,https://stackoverflow.com/questions/72396821/pandas-python-regex-find-all-words-that-begin-end-or-contain,"pandas python regex find all words that begin, end or contain &#39;",4890,2543622,registered,https://www.gravatar.com/avatar/9c20a1658db39998c589a874842c8e03?s=256&d=identicon&r=PG,user2543622,https://stackoverflow.com/users/2543622/user2543622,None,None,None,66.0,2022-05-26
"dataframe,numpy,pandas,python",True,52,None,2,-1,1653627304,1653546927,72387698,CC BY-SA 4.0,https://stackoverflow.com/questions/72387698/how-to-calculate-mean-cycle-wise-in-python,How to calculate mean cycle wise in python,9,13757926,registered,https://lh3.googleusercontent.com/a-/AOh14GivYKujSKKZyoGvesTBA3y-jm9jJ7IA2AoIKZeQ=k-s256,Jaswanth ksk,https://stackoverflow.com/users/13757926/jaswanth-ksk,1653548095.0,None,None,None,2022-05-26
"pandas,python",False,28,None,0,-1,1653605278,1653605242,72398766,None,https://stackoverflow.com/questions/72398766/how-can-i-use-rows-from-a-column-and-use-them-to-calculate-a-new-column-in-a-pan,How can I use rows from a column and use them to calculate a new column in a pandas dataframe?,1,19210240,registered,https://lh3.googleusercontent.com/a-/AOh14GhZ3b30zgxVwIm9LigyiDk7hAHN_nTSXQ4MnLVz=k-s256,Alexis Chavez,https://stackoverflow.com/users/19210240/alexis-chavez,1653605278.0,1653621862.0,Not suitable for this site,None,2022-05-26
"csv,pandas,python",False,22,None,1,-1,1653606857,1653604676,72398694,None,https://stackoverflow.com/questions/72398694/is-it-possible-to-save-a-string-variable-in-the-csv-format-as-a-python-dataframe,Is it possible to save a string variable in the csv format as a python dataframe WITHOUT first saving a csv?,1,19192001,registered,https://www.gravatar.com/avatar/697b0c4ac6c858fce518cdc8a67ef003?s=256&d=identicon&r=PG,kaufmane,https://stackoverflow.com/users/19192001/kaufmane,None,1653606841.0,Duplicate,None,2022-05-26
"dataframe,machine-learning,pandas,pandas-groupby,sklearn-pandas",False,16,None,0,-1,1653593594,1653593594,72397116,None,https://stackoverflow.com/questions/72397116/remove-only-one-feature-from-a-column-in-pandas-which-has-numerous-feature,Remove only one feature from a column in pandas which has numerous feature,107,14747932,registered,https://i.stack.imgur.com/HhcMp.jpg?s=256&g=1,Kavach Dheer,https://stackoverflow.com/users/14747932/kavach-dheer,None,1653594630.0,Duplicate,None,2022-05-26
