is_accepted,score,last_activity_date,creation_date,answer_id,question_id,content_license,owner_reputation,owner_user_id,owner_user_type,owner_profile_image,owner_display_name,owner_link,last_edit_date,owner_accept_rate,insert_date
False,0,1653561769,1653561467,72390463,72390105,CC BY-SA 4.0,108,19204577,registered,https://www.gravatar.com/avatar/8c71c78031152b1ec40e13587fc0115b?s=256&d=identicon&r=PG,Tom B.,https://stackoverflow.com/users/19204577/tom-b,1653561769.0,,2022-05-26
False,0,1653560532,1653560532,72390292,72390105,CC BY-SA 4.0,462,5400562,registered,https://www.gravatar.com/avatar/724fe3a69fbfc66de293cde7e685045f?s=256&d=identicon&r=PG&f=1,ThSorn,https://stackoverflow.com/users/5400562/thsorn,,100.0,2022-05-26
False,0,1653559697,1653559697,72390118,72389782,CC BY-SA 4.0,134,13316297,registered,https://i.stack.imgur.com/65mgG.jpg?s=256&g=1,Vikhyat,https://stackoverflow.com/users/13316297/vikhyat,,,2022-05-26
False,0,1653557350,1653557350,72389642,72387482,CC BY-SA 4.0,135,14296038,registered,https://www.gravatar.com/avatar/82314013f9501ad1e9997cf5fd9df763?s=256&d=identicon&r=PG&f=1,Luis,https://stackoverflow.com/users/14296038/luis,,,2022-05-26
False,0,1653556934,1653555702,72389313,72385535,CC BY-SA 4.0,119479,1832058,registered,https://i.stack.imgur.com/relWs.jpg?s=256&g=1,furas,https://stackoverflow.com/users/1832058/furas,1653556934.0,,2022-05-26
False,0,1653555984,1653555393,72389265,72389186,CC BY-SA 4.0,182,10547390,registered,https://lh6.googleusercontent.com/-PNxU5pmN3Ds/AAAAAAAAAAI/AAAAAAAAMXg/u5rV3OVuilA/photo.jpg?sz=256,karel van dongen,https://stackoverflow.com/users/10547390/karel-van-dongen,1653555984.0,,2022-05-26
False,0,1653551429,1653551429,72388487,72387698,CC BY-SA 4.0,108,19204577,registered,https://www.gravatar.com/avatar/8c71c78031152b1ec40e13587fc0115b?s=256&d=identicon&r=PG,Tom B.,https://stackoverflow.com/users/19204577/tom-b,,,2022-05-26
False,0,1653551425,1653551425,72388486,72388402,CC BY-SA 4.0,151,5832074,registered,https://www.gravatar.com/avatar/18229686193dd84fc6b1911b2f179330?s=256&d=identicon&r=PG&f=1,Ahmad,https://stackoverflow.com/users/5832074/ahmad,,,2022-05-26
True,0,1653548447,1653548222,72387928,72387804,CC BY-SA 4.0,61,19204129,registered,https://www.gravatar.com/avatar/1dab2b7d74d97b2e53ec4fb149c6aa39?s=256&d=identicon&r=PG&f=1,Damien,https://stackoverflow.com/users/19204129/damien,1653548447.0,,2022-05-26
True,0,1653547579,1653547579,72387811,72387169,CC BY-SA 4.0,310,4134163,registered,https://i.stack.imgur.com/61ZSN.jpg?s=256&g=1,Nizam,https://stackoverflow.com/users/4134163/nizam,,,2022-05-26
False,0,1653546560,1653545730,72387496,72387169,CC BY-SA 4.0,2895,11865956,registered,https://www.gravatar.com/avatar/45a86e0f2929ad6e1475978ffa510cfe?s=256&d=identicon&r=PG&f=1,BeRT2me,https://stackoverflow.com/users/11865956/bert2me,1653546560.0,,2022-05-26
True,0,1653544466,1653544466,72387300,72387275,CC BY-SA 4.0,729374,2901002,registered,https://i.stack.imgur.com/hMDvl.jpg?s=256&g=1,jezrael,https://stackoverflow.com/users/2901002/jezrael,,97.0,2022-05-26
True,0,1653542807,1653542807,72387085,72386952,CC BY-SA 4.0,115,12856818,registered,https://www.gravatar.com/avatar/72b3e838cd651df67944592e973facca?s=256&d=identicon&r=PG&f=1,Edward,https://stackoverflow.com/users/12856818/edward,,,2022-05-26
True,0,1653533140,1653533140,72386134,72385869,CC BY-SA 4.0,133376,6361531,registered,https://i.stack.imgur.com/BRRGS.png?s=256&g=1,Scott Boston,https://stackoverflow.com/users/6361531/scott-boston,,80.0,2022-05-26
